time_seconds,raw,weight
7676.719,5756.0,24.0
7678.668,5721.0,23.5
7680.617,5777.0,23.6
7682.565,5739.0,23.6
7684.515,5733.0,23.5
7686.463,5689.0,23.6
7688.413,5808.0,23.6
7690.362,5726.0,23.6
7692.311,5770.0,23.6
7694.260,5848.0,23.5
7696.209,5703.0,23.7
7698.157,5748.0,23.6
7700.107,5805.0,23.5
7702.056,5748.0,23.5
7704.005,5705.0,23.9
7705.954,5737.0,23.6
7707.903,5750.0,23.6
7709.852,5667.0,23.7
7711.801,5753.0,23.6
7713.750,5716.0,23.5
7715.700,5782.0,23.7
7717.648,5740.0,23.5
7719.597,5699.0,23.5
7721.547,5792.0,23.6
7723.496,5753.0,23.6
7725.444,5700.0,23.4
7727.394,5796.0,23.5
7729.343,5698.0,23.5
7731.291,5670.0,23.8
7733.241,5811.0,23.4
7735.190,5747.0,23.6
7737.139,5730.0,24.0
7739.088,5688.0,23.4
7741.037,5714.0,23.4
7742.986,5770.0,23.9
7744.935,5691.0,23.5
7746.884,5713.0,23.5
7748.834,5753.0,23.6
7750.782,5710.0,23.6
7752.731,5689.0,23.5
7754.680,5809.0,23.5
7756.629,5707.0,23.3
7758.577,5719.0,23.4
7760.525,5786.0,23.4
7762.473,5655.0,23.6
7764.421,5694.0,23.7
7766.370,5749.0,23.6
7768.319,5731.0,23.7
7770.268,5722.0,24.0
7772.217,5677.0,23.4
7774.166,5712.0,23.5
7776.115,5722.0,24.0
7778.063,5767.0,23.6
7780.013,5703.0,23.5
7781.961,5731.0,23.7
7783.911,5710.0,23.5
7785.859,5671.0,23.5
7787.808,5851.0,23.5
7789.757,5695.0,23.5
7791.706,5654.0,23.5
7793.655,5750.0,23.6
7795.604,5761.0,23.4
7797.552,5683.0,23.9
7799.502,5699.0,23.5
7801.450,5682.0,23.5
7803.400,5723.0,24.0
7805.349,5707.0,23.5
7807.297,5694.0,23.6
7809.246,5782.0,23.8
7811.195,5667.0,23.4
7813.144,5693.0,23.6
7815.093,5748.0,23.5
7817.042,5690.0,23.6
7818.991,5705.0,23.5
7820.940,5853.0,23.5
7822.888,5717.0,23.6
7824.837,5697.0,23.7
7826.786,5742.0,23.5
7828.735,5776.0,23.5
7830.684,5652.0,23.8
7832.633,5635.0,23.5
7834.582,5644.0,23.4
7836.531,5673.0,23.9
7838.479,5677.0,23.5
7840.428,5650.0,23.4
7842.377,5737.0,23.6
7844.326,5714.0,23.4
7846.275,5699.0,23.3
7848.223,5770.0,23.5
7850.172,5670.0,23.5
7852.120,5661.0,23.4
7854.070,5812.0,23.4
7856.018,5650.0,23.5
7857.967,5666.0,23.5
7859.916,5706.0,23.5
7861.865,5687.0,23.4
7863.813,5702.0,23.9
7865.762,5648.0,23.4
7867.711,5668.0,23.5
7869.660,5713.0,23.7
7871.609,5678.0,23.3
7873.557,5680.0,23.4
7875.507,5713.0,23.5
7877.455,5649.0,23.3
7879.404,5682.0,23.3
7881.353,5769.0,23.3
7883.301,5659.0,23.6
7885.249,5663.0,23.3
7887.197,5720.0,23.4
7889.146,5655.0,23.3
7891.094,5652.0,23.7
7893.043,5664.0,23.5
7894.992,5634.0,23.4
7896.940,5690.0,23.6
7898.889,5671.0,23.6
7900.838,5721.0,23.4
7902.787,5700.0,23.8
7904.736,5720.0,23.3
7906.684,5674.0,23.4
7908.633,5723.0,23.5
7910.582,5704.0,23.4
7912.531,5650.0,23.3
7914.479,5780.0,23.4
7916.427,5652.0,23.3
7918.376,5684.0,23.5
7920.325,5762.0,23.6
7922.274,5713.0,23.7
7924.222,5631.0,23.8
7926.171,5649.0,23.4
7928.119,5674.0,23.4
7930.069,5741.0,23.9
7932.017,5654.0,23.3
7933.966,5696.0,23.6
7935.914,5668.0,23.5
7937.863,5699.0,23.4
7939.811,5726.0,23.4
7941.760,5791.0,23.5
7943.709,5722.0,23.5
7945.657,5687.0,23.6
7947.607,5830.0,23.4
7949.556,5733.0,23.5
7951.504,5671.0,23.4
7953.453,5750.0,23.5
7955.402,5729.0,23.4
7957.351,5683.0,23.9
7959.300,5737.0,23.5
7961.249,5725.0,23.5
7963.197,5726.0,23.9
7965.146,5766.0,23.5
7967.095,5737.0,23.5
7969.044,5762.0,24.0
7970.993,5716.0,23.4
7972.942,5705.0,23.6
7974.891,5851.0,23.6
7976.839,5733.0,23.5
7978.788,5734.0,23.6
7980.737,5836.0,23.7
7982.686,5748.0,23.5
7984.635,5799.0,23.9
7986.584,5758.0,23.6
7988.532,5697.0,23.6
7990.482,5833.0,23.8
7992.431,5683.0,23.6
7994.380,5686.0,23.5
7996.329,5668.0,23.8
7998.278,5708.0,23.3
8000.226,5755.0,23.6
8002.176,5770.0,23.7
8004.125,5741.0,23.7
8006.074,5693.0,23.4
8008.023,5832.0,23.5
8009.971,5754.0,23.5
8011.920,5771.0,23.7
8013.869,5791.0,23.5
8015.819,5772.0,23.7
8017.767,5741.0,24.0
8019.716,5712.0,23.7
8021.665,5722.0,23.4
8023.615,5685.0,24.1
8025.563,5757.0,23.4
8027.512,5733.0,23.6
8029.461,5762.0,24.0
8031.410,5763.0,23.7
8033.359,5732.0,23.4
8035.307,5798.0,23.6
8037.255,5680.0,23.4
8039.203,5660.0,23.5
8041.152,5872.0,23.5
8043.101,5741.0,23.6
